school_district,Bldg ID,Bldg Name,Bldg Enroll,Target Bldg Cap,Target Bldg Util,Org ID,Incl. Class,Organization Name,Org Enroll,Org Target Cap,Org Target Util,PreK Cap +,No. of Cluster / Spec Rms Reported +,No. of Cluster Rms Needed +,Data As Of
10,X026,P.S. 396 - X,845.0,822.0,103.0,X010,  ,X010 SPED - X,31.0,16.0,194.0,,,,09/12/2017
10,X026,P.S. 396 - X,845.0,822.0,103.0,X390,  ,I.S. 390 - X,457.0,460.0,99.0,0.0,4.0,0.0,09/12/2017
10,X026,P.S. 396 - X,845.0,822.0,103.0,X396,  ,P.S. 396 - X,357.0,346.0,103.0,29.0,2.0,3.0,09/12/2017
10,X032,P.S. 32 - X,753.0,514.0,146.0,X032,  ,P.S. 32 - X,753.0,514.0,146.0,0.0,4.0,4.0,09/12/2017
10,X033,P.S. 33 - X,806.0,640.0,126.0,X033,  ,P.S. 33 - X,806.0,640.0,126.0,18.0,1.0,4.0,09/12/2017
10,X034,P.S. 34 - X,230.0,253.0,91.0,X188,  ,X188 SPED - X,230.0,253.0,91.0,0.0,,0.0,09/12/2017
10,X037,P.S. 37 - X,646.0,542.0,119.0,X037,  ,P.S. 37 - X,646.0,542.0,119.0,0.0,3.0,3.0,09/12/2017
10,X045,I.S. 45 - X,905.0,1299.0,70.0,X045,  ,I.S. 45 - X,730.0,1085.0,67.0,0.0,2.0,0.0,09/12/2017
10,X045,I.S. 45 - X,905.0,1299.0,70.0,X046,  ,P.S. 46 - X,175.0,214.0,82.0,,,,09/12/2017
10,X045,I.S. 45 - X,905.0,1299.0,70.0,XCBO,  ,BEACON PROGRAM - X,,,,,,,09/12/2017
10,X045,I.S. 45 - X,905.0,1299.0,70.0,XSBH,  ,MONTEFIORE CLINIC - X,,,,,,,09/12/2017
10,X046,P.S. 46 - X,792.0,729.0,109.0,X046,  ,P.S. 46 - X,792.0,729.0,109.0,0.0,2.0,4.0,09/12/2017
10,X054,P.S. 54 - X,504.0,462.0,109.0,X054,  ,P.S. 54 - X,504.0,462.0,109.0,36.0,5.0,3.0,09/12/2017
10,X059,P.S. 59 - X,551.0,514.0,107.0,X059,  ,P.S. 59 - X,551.0,514.0,107.0,90.0,3.0,3.0,09/12/2017
10,X079,P.S. 79 - X,1367.0,1426.0,96.0,X382,  ,P.S. 382 - X,279.0,459.0,61.0,0.0,4.0,3.0,09/12/2017
10,X079,P.S. 79 - X,1367.0,1426.0,96.0,X386,  ,SCHOOL FOR ENVIR CITIZEN - X,611.0,550.0,111.0,54.0,2.0,3.0,09/12/2017
10,X079,P.S. 79 - X,1367.0,1426.0,96.0,X447,  ,I.S. 447 - X,477.0,417.0,114.0,0.0,4.0,0.0,09/12/2017
10,X080,I.S. 80/P.S. 280 - X**,1530.0,1388.0,110.0,X080,  ,I.S. 80 - X,636.0,827.0,77.0,0.0,7.0,0.0,09/12/2017
10,X080,I.S. 80/P.S. 280 - X**,1530.0,1388.0,110.0,X280,  ,P.S. 280 - X,894.0,561.0,159.0,0.0,3.0,4.0,09/12/2017
10,X081,P.S. 81 - X,683.0,521.0,131.0,X081,  ,P.S. 81 - X,683.0,521.0,131.0,0.0,1.0,3.0,09/12/2017
10,X085,P.S. 85 - X,774.0,838.0,92.0,X085,  ,P.S. 85 - X,774.0,838.0,92.0,85.0,4.0,4.0,09/12/2017
10,X086,P.S. 86 - X,1452.0,1137.0,128.0,X086,  ,P.S. 86 - X,1452.0,1137.0,128.0,26.0,3.0,5.0,09/12/2017
10,X086,P.S. 86 - X,1452.0,1137.0,128.0,XCBO,  ,ASPIRA - X,,,,,,,09/12/2017
10,X091,P.S. 91 - X,611.0,601.0,102.0,X091,  ,P.S. 91 - X,611.0,601.0,102.0,0.0,5.0,4.0,09/12/2017
10,X094,P.S. 94 - X,690.0,607.0,114.0,X094,  ,P.S. 94 - X,690.0,607.0,114.0,0.0,2.0,4.0,09/12/2017
10,X095,P.S. 95 - X,1709.0,1483.0,115.0,X095,  ,P.S. 95 - X,1309.0,1210.0,108.0,16.0,6.0,5.0,09/12/2017
10,X095,P.S. 95 - X,1709.0,1483.0,115.0,X344,  ,P.S. 344 - X,400.0,273.0,147.0,0.0,4.0,3.0,09/12/2017
10,X115,I.S. 399 (OLD X HS/115) - X,778.0,794.0,98.0,X363,  ,M.S. 363 - X,455.0,475.0,96.0,0.0,3.0,0.0,09/12/2017
10,X115,I.S. 399 (OLD X HS/115) - X,778.0,794.0,98.0,X459,  ,I.S. 459 - X,323.0,319.0,101.0,0.0,4.0,0.0,09/12/2017
10,X115,I.S. 399 (OLD X HS/115) - X,778.0,794.0,98.0,XCBO,  ,PATHWAYS FOR YOUTH - X,,,,,,,09/12/2017
10,X118,I.S. 118 - X,931.0,1040.0,90.0,X118,  ,I.S. 118 - X,931.0,1040.0,90.0,0.0,5.0,0.0,09/12/2017
10,X122,P.S. 310 - X,644.0,676.0,95.0,X310,  ,P.S. 310 - X,644.0,676.0,95.0,61.0,5.0,4.0,09/12/2017
10,X137,I.S. 391 (UDC) - X            ,1146.0,1520.0,75.0,X225,  ,M.S./H.S. 225 - X,630.0,772.0,82.0,0.0,5.0,0.0,09/12/2017
10,X137,I.S. 391 (UDC) - X            ,1146.0,1520.0,75.0,X391,  ,I.S. 391 - X,516.0,748.0,69.0,0.0,3.0,0.0,09/12/2017
10,X137,I.S. 391 (UDC) - X            ,1146.0,1520.0,75.0,XSFS,  ,FOOD SERVICES - X,,,,,,,09/12/2017
10,X141,M.S./H.S. 141 - X,1419.0,1417.0,100.0,X141,  ,M.S./H.S. 141 - X,1419.0,1417.0,100.0,0.0,18.0,0.0,09/12/2017
10,X141,M.S./H.S. 141 - X,1419.0,1417.0,100.0,XCBO,  ,RIVERDALE COMM. CENTER - X,,,,,,,09/12/2017
10,X143,I.S. 143 - X,1342.0,1343.0,100.0,X237,  ,MARIE CURIE HS FOR NURSING - X,570.0,548.0,104.0,0.0,2.0,0.0,09/12/2017
10,X143,I.S. 143 - X,1342.0,1343.0,100.0,X244,  ,I.S. 244 - X,772.0,795.0,97.0,0.0,5.0,0.0,09/12/2017
10,X159,P.S. 159 - X,201.0,169.0,119.0,X159,  ,P.S. 159 - X,201.0,169.0,119.0,0.0,1.0,2.0,09/12/2017
10,X177,THE NORWOOD EAST CAMPUS - X,815.0,469.0,174.0,X056,  ,P.S. 56 - X,590.0,285.0,207.0,0.0,2.0,3.0,09/12/2017
10,X177,THE NORWOOD EAST CAMPUS - X,815.0,469.0,174.0,X077,  ,BEDFORD PARK ELEMENTARY SCHOOL,187.0,160.0,117.0,36.0,2.0,2.0,09/12/2017
10,X177,THE NORWOOD EAST CAMPUS - X,815.0,469.0,174.0,X469,  ,75X469,38.0,24.0,158.0,,,,09/12/2017
10,X205,P.S. 205A (ECF) - X,700.0,502.0,139.0,X205,  ,P.S. 205 - X,700.0,502.0,139.0,0.0,0.0,4.0,09/12/2017
10,X206,I.S. 206B - X,237.0,311.0,76.0,X206,  ,I.S. 206B - X,237.0,311.0,76.0,0.0,5.0,0.0,09/12/2017
10,X209,P.S. 209 - X,271.0,149.0,182.0,X209,  ,P.S. 209 - X,271.0,149.0,182.0,18.0,1.0,3.0,09/12/2017
10,X211,P.U.L.S.E. HS - X ,227.0,341.0,67.0,X319,  ,P.U.L.S.E. HS - X,227.0,341.0,67.0,0.0,1.0,0.0,09/12/2017
10,X254,I.S. 254 - X,473.0,495.0,96.0,X254,  ,I.S. 254 - X,473.0,495.0,96.0,0.0,3.0,0.0,09/12/2017
10,X279,P.S. 279 - X,969.0,808.0,120.0,X279,  ,P.S. 279 - X,969.0,808.0,120.0,0.0,2.0,4.0,09/12/2017
10,X283,JONAS BRONCK ACADEMY - X,264.0,206.0,128.0,X228,  ,I.S. 228 - X,264.0,206.0,128.0,0.0,2.0,0.0,09/12/2017
10,X306,P.S. 306 - X,1335.0,1501.0,89.0,X186,  ,X186 SPED - X,165.0,165.0,100.0,,,,09/12/2017
10,X306,P.S. 306 - X,1335.0,1501.0,89.0,X306,  ,P.S. 306 - X,768.0,728.0,105.0,0.0,3.0,4.0,09/12/2017
10,X306,P.S. 306 - X,1335.0,1501.0,89.0,X331,  ,I.S. 331 - X,402.0,608.0,66.0,0.0,2.0,0.0,09/12/2017
10,X306,P.S. 306 - X,1335.0,1501.0,89.0,XCBO,  ,EPIC PROGRAM OFFICE - X,,,,,,,09/12/2017
10,X340,P.S. 340 - X,647.0,448.0,144.0,X340,  ,P.S. 340 - X,647.0,448.0,144.0,18.0,2.0,3.0,09/12/2017
10,X360,P.S. 360 - X,493.0,486.0,101.0,X360,  ,P.S. 360 - X,493.0,486.0,101.0,90.0,3.0,3.0,09/12/2017
10,X361,P.S. 94 ANNEX - X,540.0,396.0,136.0,X094,  ,P.S. 94 - X,540.0,396.0,136.0,,,,09/12/2017
10,X368,M.S./H.S. 368 - X             ,1026.0,1073.0,96.0,X368,  ,M.S./H.S. 368 - X,966.0,1017.0,95.0,0.0,15.0,0.0,09/12/2017
10,X368,M.S./H.S. 368 - X             ,1026.0,1073.0,96.0,X721,  ,X721 SPED - X,60.0,56.0,107.0,,,,09/12/2017
10,X430,WALTON HS - X,2412.0,2489.0,97.0,X268,  ,KINGSBRIDGE INTERNATIONAL HS - X,466.0,509.0,92.0,0.0,3.0,0.0,09/12/2017
10,X430,WALTON HS - X,2412.0,2489.0,97.0,X342,  ,M.S./H.S. 342 - X,548.0,612.0,90.0,0.0,9.0,0.0,09/12/2017
10,X430,WALTON HS - X,2412.0,2489.0,97.0,X433,  ,HS OF TEACHING & PROFESSIONS - X,468.0,520.0,90.0,0.0,2.0,0.0,09/12/2017
10,X430,WALTON HS - X,2412.0,2489.0,97.0,X442,  ,CELIA CRUZ HS OF MUSIC - X,425.0,395.0,108.0,0.0,4.0,0.0,09/12/2017
10,X430,WALTON HS - X,2412.0,2489.0,97.0,X549,  ,DISCOVERY HS - X,505.0,453.0,111.0,0.0,1.0,0.0,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,M984,  ,LYFE,,,,,,,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,X243,  ,I.S. 243 - X,586.0,615.0,95.0,0.0,1.0,0.0,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,X374,  ,KAPPA - X,499.0,434.0,115.0,0.0,0.0,0.0,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,X434,  ,BELMONT PREPARATORY HS - X,423.0,393.0,108.0,0.0,4.0,0.0,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,X437,  ,FORDHAM HS FOR THE ARTS - X,379.0,534.0,71.0,0.0,10.0,0.0,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,X438,  ,LEADERSHIP ACAD FOR BUS & TECH - X,410.0,539.0,76.0,0.0,5.0,0.0,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,X439,  ,HS OF LAW & COMMUNITY SERV - X,392.0,457.0,86.0,0.0,2.0,0.0,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,XCBO,  ,MULTIPLE CBO'S - X,,,,,,,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,XSBH,  ,MONTEFIORE CLINIC - X,,,,,,,09/12/2017
10,X435,THEODORE ROOSEVELT HS - X,2689.0,2972.0,90.0,XSST,  ,SCHOOL SAFETY - X,,,,,,,09/12/2017
10,X440,DEWITT CLINTON HS - X,2452.0,3147.0,78.0,Q950,  ,PATHWAYS TO GRADUATION - Q,109.0,81.0,135.0,,,,09/12/2017
10,X440,DEWITT CLINTON HS - X,2452.0,3147.0,78.0,X168,# ,X168 SPED - X,7.0,0.0,0.0,,,,09/12/2017
10,X440,DEWITT CLINTON HS - X,2452.0,3147.0,78.0,X351,  ,BRONX COLLABORATIVE HIGH SCHOOL,353.0,415.0,85.0,0.0,1.0,0.0,09/12/2017
10,X440,DEWITT CLINTON HS - X,2452.0,3147.0,78.0,X353,  ,WORLD VIEW HIGH SCHOOL,289.0,432.0,67.0,0.0,2.0,0.0,09/12/2017
10,X440,DEWITT CLINTON HS - X,2452.0,3147.0,78.0,X440,  ,DEWITT CLINTON HS - X,1694.0,2219.0,76.0,0.0,21.0,0.0,09/12/2017
10,X445,BRONX HS OF SCIENCE - X,3010.0,2307.0,130.0,X445,  ,BRONX HS OF SCIENCE - X,3010.0,2307.0,130.0,0.0,46.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,X213,  ,BX ENGINEERING & TECH ACADEMY - X,410.0,546.0,75.0,0.0,2.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,X284,  ,BRONX SCHOOL OF LAW & FINANCE - X,399.0,619.0,64.0,0.0,7.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,X397,  ,ELLIS PREPARATORY ACADEMY-X,333.0,421.0,79.0,0.0,1.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,X477,  ,MARBLE HILL INTERNATIONAL HS - X,447.0,468.0,96.0,0.0,2.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,X539,  ,THE NEW VISIONS CHARTER SCHOOL FOR ADVANCED MATH AND SCIENCE - X,449.0,613.0,73.0,0.0,1.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,X546,  ,BRONX THEATRE HS - X,383.0,575.0,67.0,0.0,6.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,X553,  ,THE NEW VISIONS CHARTER SCHOOL FOR THE HUMANITIES - X,542.0,548.0,99.0,0.0,7.0,0.0,09/12/2017
10,X475,JOHN F. KENNEDY HS - X**,2963.0,3790.0,78.0,XSBH,  ,COLUMBIA PRESBYTARIAN HOSPITAL -X,,,,,,,09/12/2017
10,X660,GRACE H. DODGE VOC HS - X,1066.0,1468.0,73.0,X264,  ,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),328.0,529.0,62.0,0.0,2.0,0.0,09/12/2017
10,X660,GRACE H. DODGE VOC HS - X,1066.0,1468.0,73.0,X524,  ,CROTONA INTERNATIONAL HIGH SCHOOL - X,338.0,450.0,75.0,0.0,6.0,0.0,09/12/2017
10,X660,GRACE H. DODGE VOC HS - X,1066.0,1468.0,73.0,X565,  ,H.S. 565 - X,400.0,489.0,82.0,0.0,4.0,0.0,09/12/2017
10,X660,GRACE H. DODGE VOC HS - X,1066.0,1468.0,73.0,XSBH,  ,MORRIS HEIGHTS - X,,,,,,,09/12/2017
10,X780,P.S. 56 ANNEX - X,101.0,48.0,210.0,X056,  ,P.S. 56 - X,101.0,48.0,210.0,,,,09/12/2017
10,X781,P.S. 51 - X,238.0,218.0,109.0,X051,  ,P.S. 51 - X,238.0,218.0,109.0,30.0,2.0,2.0,09/12/2017
10,X808,P.S. 8 MINISCHOOL - X,132.0,110.0,120.0,X008,  ,P.S. 8 - X,132.0,110.0,120.0,,,,09/12/2017
10,X819,P.S. 207 - X,406.0,400.0,102.0,X207,  ,P.S. 207 - X,406.0,400.0,102.0,33.0,2.0,3.0,09/12/2017
10,X822,P.S. 310 MINISCHOOL - X,180.0,111.0,162.0,X310,  ,P.S. 310 - X,180.0,111.0,162.0,,,,09/12/2017
10,X826,P.S. 226 MINISCHOOL - X,207.0,219.0,95.0,X226,  ,P.S. 226 - X,207.0,219.0,95.0,,,,09/12/2017
10,X827,P.S. 226 (VAN CARPENTER) - X,290.0,124.0,234.0,X226,  ,P.S. 226 - X,290.0,124.0,234.0,28.0,2.0,3.0,09/12/2017
10,X831,P.S. 46 ANNEX - X,132.0,96.0,138.0,X046,  ,P.S. 46 - X,132.0,96.0,138.0,,,,09/12/2017
10,X832,P.S. 32 MINISCHOOL - X,108.0,102.0,106.0,X012,  ,X012 SPED - X,,,,,,,09/12/2017
10,X832,P.S. 32 MINISCHOOL - X,108.0,102.0,106.0,X032,  ,P.S. 32 - X,108.0,102.0,106.0,,,,09/12/2017
10,X841,I.S. 241 - X,127.0,203.0,63.0,X024,  ,P.S. 24 - X,127.0,203.0,63.0,,,,09/12/2017
10,X842,P.S. 95 ANNEX - X,57.0,26.0,219.0,X168,  ,X168 SPED - X,57.0,26.0,219.0,,,,09/12/2017
10,X843,P.S. 246 (POE CENTER) - X,704.0,626.0,112.0,X246,  ,P.S. 246 - X,704.0,626.0,112.0,0.0,3.0,3.0,09/12/2017
10,X846,P.S. 46 MINISCHOOL - X,0.0,240.0,0.0,X046,  ,P.S. 46 - X,0.0,240.0,0.0,,,,09/12/2017
10,X852,BRONX DANCE ACADEMY - X,277.0,285.0,97.0,X308,  ,BRONX DANCE ACADEMY - X,277.0,285.0,97.0,0.0,1.0,0.0,09/12/2017
10,X853,P.S. 59 ANNEX - X,72.0,77.0,94.0,X059,  ,P.S. 59 - X,72.0,77.0,94.0,,,,09/12/2017
10,X859,P.S. 315 - X,280.0,158.0,177.0,X315,  ,P.S. 315 - X,280.0,158.0,177.0,0.0,2.0,3.0,09/12/2017
10,X864,P.S. 205B (ECF) - X,349.0,249.0,140.0,X205,  ,P.S. 205 - X,349.0,249.0,140.0,,,,09/12/2017
10,X868,P.S. 86 MINISCHOOL - X,240.0,138.0,174.0,X086,  ,P.S. 86 - X,240.0,138.0,174.0,,,,09/12/2017
10,X885,P.S. 85 MINISCHOOL - X,240.0,154.0,156.0,X085,  ,P.S. 85 - X,240.0,154.0,156.0,,,,09/12/2017
10,X886,P.S. 86 ANNEX - X,393.0,168.0,234.0,X307,  ,P.S. 307 - X,393.0,168.0,234.0,18.0,0.0,3.0,09/12/2017
10,X891,P.S. 91 MINISCHOOL - X,149.0,66.0,226.0,X091,  ,P.S. 91 - X,149.0,66.0,226.0,,,,09/12/2017
10,X896,P.S. 279 ANNEX - X,114.0,72.0,158.0,X279,  ,P.S. 279 - X,114.0,72.0,158.0,,,,09/12/2017
10,X905,HS OF AMERICAN STUDIES - X,378.0,333.0,114.0,X696,  ,HS OF AMERICAN STUDIES - X,369.0,333.0,111.0,0.0,1.0,0.0,09/12/2017
10,X905,HS OF AMERICAN STUDIES - X,378.0,333.0,114.0,X811,# ,X811 SPED - X,9.0,0.0,0.0,,,,09/12/2017
10,X910,I.S. 80/P.S. 280 TRANSPORTABLE-X ##,,,,X080,  ,I.S. 80 - X,,,,,,,09/12/2017
10,X910,I.S. 80/P.S. 280 TRANSPORTABLE-X ##,,,,X280,  ,P.S. 280 - X,,,,,,,09/12/2017
10,X930,P.S. 9 TEMP. C.R. BLDG. - X,142.0,126.0,113.0,X009,  ,P.S. 9 - X,142.0,126.0,113.0,,,,09/12/2017
10,X931,P.S. 20 TEMP. C.R. BLDG. - X,123.0,205.0,60.0,X020,  ,P.S. 20 - X,123.0,205.0,60.0,,,,09/12/2017
10,X932,I.S. 118 TEMP. C.R. BLDG. - X,225.0,190.0,118.0,X118,  ,I.S. 118 - X,225.0,190.0,118.0,,,,09/12/2017
10,X939,P.S. 33 ANNEX - X,212.0,192.0,110.0,X033,  ,P.S. 33 - X,212.0,192.0,110.0,,,,09/12/2017
10,X960,J.F. KENNEDY HS TRANSPORTABLE- X ##,,,,X539,  ,THE NEW VISIONS CHARTER SCHOOL FOR ADVANCED MATH AND SCIENCE - X,,,,,,,09/12/2017
10,X960,J.F. KENNEDY HS TRANSPORTABLE- X ##,,,,X546,  ,BRONX THEATRE HS - X,,,,,,,09/12/2017
11,X012,P.S. 12 - X,250.0,301.0,83.0,X012,  ,X012 SPED - X,250.0,301.0,83.0,0.0,,0.0,09/12/2017
11,X016,P.S. 16 - X**,461.0,345.0,134.0,X016,  ,P.S. 16 - X,461.0,345.0,134.0,48.0,3.0,3.0,09/12/2017
11,X019,P.S. 19 - X,518.0,298.0,174.0,X019,  ,P.S. 19 - X,518.0,298.0,174.0,0.0,1.0,3.0,09/12/2017
11,X021,P.S. 21 - X,700.0,614.0,114.0,X021,  ,P.S. 21 - X,700.0,614.0,114.0,0.0,1.0,3.0,09/12/2017
11,X041,P.S. 41 - X,963.0,682.0,141.0,X041,  ,P.S. 41 - X,963.0,682.0,141.0,0.0,0.0,4.0,09/12/2017
11,X068,P.S. 68 - X,548.0,608.0,90.0,X068,  ,P.S. 68 - X,548.0,608.0,90.0,18.0,2.0,4.0,09/12/2017
11,X076,P.S. 76 - X,815.0,666.0,122.0,X076,  ,P.S. 76 - X,815.0,666.0,122.0,0.0,3.0,4.0,09/12/2017
11,X078,P.S. 78 - X,812.0,600.0,135.0,X078,  ,P.S. 78 - X,812.0,600.0,135.0,36.0,1.0,4.0,09/12/2017
11,X083,P.S. 83 - X,969.0,842.0,115.0,X083,  ,P.S. 83 - X,969.0,842.0,115.0,0.0,5.0,5.0,09/12/2017
11,X087,P.S. 87 - X**,634.0,344.0,184.0,X087,  ,P.S. 87 - X,634.0,344.0,184.0,0.0,3.0,3.0,09/12/2017
11,X089,P.S. 89 - X,1231.0,1231.0,100.0,X089,  ,P.S. 89 - X,1231.0,1231.0,100.0,26.0,5.0,5.0,09/12/2017
11,X089,P.S. 89 - X,1231.0,1231.0,100.0,XCEP,  ,CONTINUING EDUCATION PROGRAM - X,,,,,,,09/12/2017
11,X089,P.S. 89 - X,1231.0,1231.0,100.0,XSST,  ,SCHOOL SAFETY - X,,,,,,,09/12/2017
11,X089,P.S. 89 - X,1231.0,1231.0,100.0,XUFT,  ,UFT USE - X,,,,,,,09/12/2017
11,X096,P.S. 96 - X,971.0,1007.0,96.0,X096,  ,P.S. 96 - X,971.0,1007.0,96.0,0.0,8.0,4.0,09/12/2017
11,X097,P.S. 97 - X**,544.0,352.0,155.0,X097,  ,P.S. 97 - X,544.0,352.0,155.0,36.0,2.0,3.0,09/12/2017
11,X103,P.S. 103 - X,875.0,736.0,119.0,X103,  ,P.S. 103 - X,875.0,736.0,119.0,0.0,3.0,4.0,09/12/2017
11,X105,P.S. 105 - X,850.0,945.0,90.0,X105,  ,P.S. 105 - X,850.0,945.0,90.0,0.0,2.0,5.0,09/12/2017
11,X105,P.S. 105 - X,850.0,945.0,90.0,XSBH,  ,MONTEFIORE CLINIC - X,,,,,,,09/12/2017
11,X106,P.S. 106 - X,1170.0,1018.0,115.0,X106,  ,P.S. 106 - X,1170.0,1018.0,115.0,33.0,3.0,4.0,09/12/2017
11,X108,P.S. 108 - X**,597.0,350.0,171.0,X108,  ,P.S. 108 - X,597.0,350.0,171.0,36.0,1.0,3.0,09/12/2017
11,X111,P.S. 111 - X,931.0,816.0,114.0,X111,  ,P.S. 111 - X,753.0,657.0,115.0,54.0,2.0,4.0,09/12/2017
11,X111,P.S. 111 - X,931.0,816.0,114.0,X718,  ,BX CHARTER SCH FOR BETTER LRNG -X,178.0,159.0,112.0,,,,09/12/2017
11,X112,P.S. 112 - X,419.0,517.0,81.0,X112,  ,P.S. 112 - X,419.0,517.0,81.0,54.0,3.0,3.0,09/12/2017
11,X113,I.S. 113 - X,965.0,1591.0,61.0,X272,  ,M.S./H.S. 272 - X,197.0,462.0,43.0,0.0,2.0,0.0,09/12/2017
11,X113,I.S. 113 - X,965.0,1591.0,61.0,X287,  ,THE FORWARD SCHOOL - X,248.0,308.0,81.0,0.0,3.0,0.0,09/12/2017
11,X113,I.S. 113 - X,965.0,1591.0,61.0,X289,  ,THE YOUNG SCHOLARS ACADEMY - X,288.0,441.0,65.0,0.0,0.0,0.0,09/12/2017
11,X113,I.S. 113 - X,965.0,1591.0,61.0,X370,  ,SCHOOL OF DIPLOMACY,232.0,380.0,61.0,0.0,0.0,0.0,09/12/2017
11,X113,I.S. 113 - X,965.0,1591.0,61.0,XCBO,  ,YMCA - X,,,,,,,09/12/2017
11,X121,P.S. 121 - X,837.0,884.0,95.0,X121,  ,P.S. 121 - X,837.0,884.0,95.0,36.0,4.0,4.0,09/12/2017
11,X121,P.S. 121 - X,837.0,884.0,95.0,XADM,  ,REGION 2 DISTRICT 11 OFFICE - X,,,,,,,09/12/2017
11,X127,I.S. 127 - X,1023.0,1082.0,95.0,X127,  ,I.S. 127 - X,751.0,827.0,91.0,0.0,5.0,0.0,09/12/2017
11,X127,I.S. 127 - X,1023.0,1082.0,95.0,X567,  ,P.S. 567 - X,272.0,255.0,107.0,36.0,1.0,3.0,09/12/2017
11,X135,I.S. 135 - X,1137.0,1184.0,96.0,X326,  ,I.S. 326 - X,387.0,375.0,103.0,0.0,3.0,0.0,09/12/2017
11,X135,I.S. 135 - X,1137.0,1184.0,96.0,X468,  ,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,352.0,229.0,154.0,0.0,0.0,0.0,09/12/2017
11,X135,I.S. 135 - X,1137.0,1184.0,96.0,X556,  ,I.S. 556 - X,398.0,580.0,69.0,0.0,1.0,0.0,09/12/2017
11,X142,I.S. 142 - X,962.0,1292.0,74.0,X355,  ,BRONX ALLIANCE MIDDLE SCHOOL,339.0,471.0,72.0,0.0,1.0,0.0,09/12/2017
11,X142,I.S. 142 - X,962.0,1292.0,74.0,X529,  ,I.S. 529 - X,324.0,463.0,70.0,0.0,1.0,0.0,09/12/2017
11,X142,I.S. 142 - X,962.0,1292.0,74.0,X532,  ,I.S. 532 - X,299.0,358.0,84.0,0.0,0.0,0.0,09/12/2017
11,X144,I.S. 144 - X,1017.0,1438.0,71.0,X144,  ,I.S. 144 - X,486.0,1078.0,45.0,0.0,6.0,0.0,09/12/2017
11,X144,I.S. 144 - X,1017.0,1438.0,71.0,X484,  ,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,73.0,112.0,65.0,0.0,2.0,2.0,09/12/2017
11,X144,I.S. 144 - X,1017.0,1438.0,71.0,X566,  ,I.S. 566 - X,458.0,248.0,185.0,0.0,1.0,0.0,09/12/2017
11,X153,P.S. 153 - X,878.0,849.0,103.0,X153,  ,P.S. 153 - X,738.0,658.0,112.0,18.0,4.0,3.0,09/12/2017
11,X153,P.S. 153 - X,878.0,849.0,103.0,X176,* ,X176 SPED - X,140.0,191.0,73.0,,,,09/12/2017
11,X160,P.S. 160 - X,777.0,588.0,132.0,X160,  ,P.S. 160 - X,421.0,316.0,133.0,54.0,3.0,3.0,09/12/2017
11,X160,P.S. 160 - X,777.0,588.0,132.0,X168,  ,X168 SPED - X,82.0,65.0,126.0,,,,09/12/2017
11,X160,P.S. 160 - X,777.0,588.0,132.0,X488,  ,THE EQUALITY CHARTER SCHOOL - X,274.0,207.0,132.0,0.0,1.0,0.0,09/12/2017
11,X169,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - X,416.0,266.0,156.0,X169,  ,P.S. 169 - X,416.0,266.0,156.0,36.0,1.0,3.0,09/12/2017
11,X175,P.S. 175 - X**,327.0,260.0,126.0,X175,  ,P.S. 175 - X,327.0,260.0,126.0,0.0,2.0,3.0,09/12/2017
11,X178,P.S. 178 - X,716.0,583.0,123.0,X176,* ,X176 SPED - X,218.0,202.0,108.0,,,,09/12/2017
11,X178,P.S. 178 - X,716.0,583.0,123.0,X178,  ,P.S. 178 - X,498.0,381.0,131.0,0.0,2.0,3.0,09/12/2017
11,X180,I.S. 180 - X,877.0,1120.0,78.0,X180,  ,I.S. 180 - X,877.0,1120.0,78.0,0.0,15.0,0.0,09/12/2017
11,X181,I.S. 181 - X,1068.0,1053.0,101.0,X176,* ,X176 SPED - X,195.0,178.0,110.0,,,,09/12/2017
