Geo Dist,Bldg ID,Bldg Name,Bldg Enroll,Target Bldg Cap,Target Bldg Util,Org ID,Incl. Class,Organization Name,Org Enroll,Org Target Cap,Org Target Util,PreK Cap +,No. of Cluster / Spec Rms Reported +,No. of Cluster Rms Needed +,Data As Of
27,Q475,RICHMOND HILL HS - Q**,2225,1976,113,Q475,  ,RICHMOND HILL HS - Q,2225,1976,113,,29,0,04/27/2015
27,Q475,RICHMOND HILL HS - Q**,,,,QUFT,  ,UFT USE - Q,,,,,,,04/27/2015
27,Q480,JOHN ADAMS HS - Q**,2837,2577,112,Q480,  ,JOHN ADAMS HS - Q,2837,2577,110,,32,0,04/27/2015
27,Q636,RICHMOND HILL HS ANNEX - Q,0,0,0,Q475,  ,RICHMOND HILL HS - Q,0,0,,,,,04/27/2015
27,Q650,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",1003,997,101,Q233,* ,Q233 SPED - Q,57,84,68,,,,04/27/2015
27,Q650,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",,,,Q650,  ,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",946,913,104,,18,0,04/27/2015
27,Q726,JOHN ADAMS HS TRANSPORTABLE-Q,40,,,Q480,  ,JOHN ADAMS HS - Q,0,,,,,,04/27/2015
27,Q726,JOHN ADAMS HS TRANSPORTABLE-Q,,,,Q950,  ,PATHWAYS TO GRADUATION - Q,40,,,,,,04/27/2015
27,Q727,P.S. 106 TRANSPORTABLE - Q,45,,,Q106,  ,P.S. 106 - Q,45,,,,,,04/27/2015
27,Q750,AVIATION HS ANNEX - Q,0,0,0,Q610,  ,AVIATION HS - Q,0,0,,,,,04/27/2015
27,Q781,JOHN ADAMS HS ANNEX - Q,0,0,0,Q480,  ,JOHN ADAMS HS - Q,0,0,,,,,04/27/2015
27,Q806,P.S. 106 MINISCHOOL - Q,0,0,0,Q106,  ,P.S. 106 - Q,0,0,0,,,,04/27/2015
27,Q816,P.S. 256 ANNEX - Q,67,84,80,Q256,  ,Q256 SPED - Q,67,84,80,,,,04/27/2015
27,Q860,P.S. 60 MINISCHOOL - Q,241,151,160,Q060,  ,P.S. 60 - Q,241,151,160,,,,04/27/2015
27,Q884,P.S. 65 - Q,508,430,118,Q065,  ,P.S. 65 - Q,508,430,118,0,1,3,04/27/2015
27,Q884,P.S. 65 - Q,,,,QUFT,  ,UFT USE - Q,,,,,,,04/27/2015
27,Q907,P.S. 43 ANNEX - Q,129,111,116,Q043,  ,P.S. 43 - Q,129,111,116,,,,04/27/2015
27,Q920,P.S. 43 TRANSPORTABLE - Q,150,,,Q043,  ,P.S. 43 - Q,150,,,,,,04/27/2015
27,Q920,P.S. 43 TRANSPORTABLE - Q,,,,Q256,  ,Q256 SPED - Q,,,,,,,04/27/2015
27,Q923,I.S. 226 TRANSPORTABLE - Q,0,,,Q226,  ,I.S. 226 - Q,0,,,,,,04/27/2015
27,Q944,RICHMOND HILL HS TRANSPORTABLE - Q,0,,,Q475,  ,RICHMOND HILL HS - Q,0,,,,,,04/27/2015
27,Q965,P.S. 123 TRANSPORTABLE - Q,0,,,Q123,  ,P.S. 123 - Q,0,,,,,,04/27/2015
27,Q976,P.S. 155 TRANSPORTABLE - Q,50,,,Q155,  ,P.S. 155 - Q,50,,,,,,04/27/2015
27,Q983,P.S. 232 TRANSPORTABLE - Q,100,,,Q232,  ,P.S. 232 - Q,100,,,,,,04/27/2015
27,Q986,P.S. 96 TRANSPORTABLE - Q,36,,,Q096,  ,P.S. 96 - Q,36,,,,,,04/27/2015
27,Q987,P.S. 146 TRANSPORTABLE - Q,47,,,Q146,  ,P.S. 146 - Q,47,,,,,,04/27/2015
27,Q989,P.S. 66 TRANSPORTABLE - Q,36,,,Q066,  ,P.S. 66 - Q,36,,,,,,04/27/2015
27,Q995,P.S. 56 TRANSPORTABLE - Q,0,,,Q056,  ,P.S. 56 - Q,0,,,,,,04/27/2015
28,Q003,P.S. 303 - Q,203,112,181,Q303,  ,P.S. 303 - Q,203,112,181,36,0,2,04/27/2015
28,Q008,J.H.S. 8 - Q,1272,1635,78,Q008,  ,J.H.S. 8 - Q,574,748,77,,3,0,04/27/2015
28,Q008,J.H.S. 8 - Q,,,,Q284,  ,YORK EARLY COLLEGE ACADEMY - Q,592,558,106,,3,0,04/27/2015
28,Q008,J.H.S. 8 - Q,,,,Q287,  ,THE EMERSON SCHOOL - Q,106,329,32,,3,0,04/27/2015
28,Q008,J.H.S. 8 - Q,,,,QCBO,  ,SOUTH QUEENS PARK ASSOC. - Q,,,,,,,04/27/2015
28,Q030,P.S. 30 - Q**,533,644,83,Q030,  ,P.S. 30 - Q,93,338,28,0,3,2,04/27/2015
28,Q030,P.S. 30 - Q**,,,,Q354,  ,P.S. 354 - Q,440,306,144,18,0,3,04/27/2015
28,Q040,P.S. 40 - Q**,604,924,65,Q040,  ,P.S. 40 - Q,604,924,65,32,11,6,04/27/2015
28,Q040,P.S. 40 - Q**,,,,QCBO,  ,MULTIPLE C.B.O'S - Q,,,,,,,04/27/2015
28,Q048,P.S. 48 - Q,132,111,119,Q075,  ,Q075 SPED - Q,132,111,119,,,,04/27/2015
28,Q050,P.S. 50 - Q,560,569,98,Q050,  ,P.S. 50 - Q,560,569,98,36,4,4,04/27/2015
28,Q054,P.S. 54 - Q,352,337,104,Q054,  ,P.S. 54 - Q,352,337,104,0,1,3,04/27/2015
28,Q055,P.S. 55 - Q**,309,340,101,Q055,  ,P.S. 55 - Q,309,340,101,64,2,6,04/27/2015
28,Q072,J.H.S. 72 - Q,922,1580,58,Q072,  ,J.H.S. 72 - Q,887,1485,60,,4,0,04/27/2015
28,Q072,J.H.S. 72 - Q,,,,Q993,  ,Q993 SPED - Q,35,95,37,,,,04/27/2015
28,Q072,J.H.S. 72 - Q,,,,QCBO,  ,SAFE SPACE - Q,,,,,,,04/27/2015
28,Q072,J.H.S. 72 - Q,,,,QCEP,  ,CONTINUING EDUCATION PROGRAM - Q,,,,,,,04/27/2015
28,Q080,P.S. 80 - Q,556,657,85,Q080,  ,P.S. 80 - Q,556,657,85,0,6,3,04/27/2015
28,Q082,P.S. 82 - Q,538,509,106,Q082,  ,P.S. 82 - Q,538,509,106,28,4,3,04/27/2015
28,Q086,P.S. 86 - Q,931,758,123,Q086,  ,P.S. 86 - Q,931,758,123,72,2,4,04/27/2015
28,Q099,P.S. 99 - Q,449,506,89,Q099,  ,P.S. 99 - Q,449,506,89,0,4,4,04/27/2015
28,Q101,P.S. 101 - Q,587,531,111,Q101,  ,P.S. 101 - Q,587,531,111,18,4,3,04/27/2015
28,Q117,P.S. 117 - Q,1037,1000,104,Q117,  ,P.S. 117 - Q,1037,1000,104,36,7,4,04/27/2015
28,Q121,P.S. 121 - Q**,852,796,107,Q121,  ,P.S. 121 - Q,852,796,107,36,1,8,04/27/2015
28,Q139,P.S. 139 - Q,873,710,123,Q139,  ,P.S. 139 - Q,873,710,123,0,3,4,04/27/2015
28,Q140,P.S. 140 - Q,599,773,77,Q140,  ,P.S. 140 - Q,599,773,77,36,4,3,04/27/2015
28,Q142,P.S. 752 (OLD J142) - Q,399,768,52,Q540,  ,QUEENS ACADEMY HIGH SCHOOL - Q,172,393,44,,,,04/27/2015
28,Q142,P.S. 752 (OLD J142) - Q,,,,Q752,  ,Q752 SPED - Q,227,375,61,,,,04/27/2015
28,Q142,P.S. 752 (OLD J142) - Q,,,,QSFS,  ,FOOD SERVICES - Q,,,,,,,04/27/2015
28,Q144,P.S. 144 - Q,808,626,129,Q144,  ,P.S. 144 - Q,808,626,129,35,2,4,04/27/2015
28,Q157,J.H.S. 157 - Q,1476,1425,104,Q157,  ,J.H.S. 157 - Q,1476,1425,104,,24,0,04/27/2015
28,Q160,P.S. 160 - Q**,646,589,114,Q160,  ,P.S. 160 - Q,646,589,114,96,5,6,04/27/2015
28,Q161,P.S. 161 - Q,724,662,109,Q004,# ,Q004 SPED - Q,16,0,0,,,,04/27/2015
28,Q161,P.S. 161 - Q,,,,Q161,  ,P.S. 161 - Q,708,662,107,26,4,3,04/27/2015
28,Q174,P.S. 174 - Q**,558,502,135,Q174,  ,P.S. 174 - Q,558,502,135,36,3,6,04/27/2015
28,Q175,P.S. 175 - Q,731,670,109,Q175,  ,P.S. 175 - Q,731,670,109,0,2,3,04/27/2015
28,Q190,J.H.S. 190 - Q,1019,1167,87,Q177,# ,Q177 SPED - Q,8,0,0,,,,04/27/2015
28,Q190,J.H.S. 190 - Q,,,,Q190,  ,J.H.S. 190 - Q,1011,1167,87,,14,0,04/27/2015
28,Q196,P.S. 196 - Q,747,779,96,Q196,  ,P.S. 196 - Q,747,779,96,0,5,3,04/27/2015
28,Q206,P.S. 206 - Q**,529,522,116,Q206,  ,P.S. 206 - Q,529,522,116,36,2,6,04/27/2015
28,Q217,I.S. 217 - Q,1271,1317,97,Q217,  ,I.S. 217 - Q,1271,1317,97,,6,0,04/27/2015
28,Q220,P.S. 220 - Q,689,565,122,Q220,  ,P.S. 220 - Q,689,565,122,36,2,3,04/27/2015
28,Q276,THE WILLIAM WORDSWORTH EDUCATIONAL COMPLEX - Q,553,506,109,Q048,  ,P.S. 48 - Q,505,450,112,18,4,3,04/27/2015
28,Q276,THE WILLIAM WORDSWORTH EDUCATIONAL COMPLEX - Q,,,,Q075,  ,Q075 SPED - Q,48,56,86,,,,04/27/2015
28,Q277,PS 182 SAMANTHA SMITH - Q,726,594,122,Q009,  ,Q009 SPED - Q,50,62,81,,,,04/27/2015
28,Q277,PS 182 SAMANTHA SMITH - Q,,,,Q182,  ,P.S. 182 - Q,676,532,127,0,5,4,04/27/2015
28,Q278,PS 182 ANNEX - Q     ,275,205,134,Q182,  ,P.S. 182 - Q,275,205,134,,,,04/27/2015
28,Q440,FOREST HILLS HS - Q,3800,1988,191,Q440,  ,FOREST HILLS HS - Q,3800,1988,191,,31,0,04/27/2015
28,Q470,JAMAICA HS - Q,1868,2207,85,Q310,  ,QUEENS COLLEGIATE SCHOOL - Q,647,678,95,,4,0,04/27/2015
28,Q470,JAMAICA HS - Q,,,,Q325,  ,HILLSIDE ACADEMY FOR ARTS AND LETTERS - Q,420,465,90,,1,0,04/27/2015
28,Q470,JAMAICA HS - Q,,,,Q328,  ,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - Q,357,489,73,,12,0,04/27/2015
28,Q470,JAMAICA HS - Q,,,,Q350,  ,JAMAICA GATEWAY TO THE SCIENCES - Q,396,385,103,,4,0,04/27/2015
28,Q470,JAMAICA HS - Q,,,,Q470,  ,JAMAICA HS - Q,48,190,25,,2,0,04/27/2015
28,Q505,HILLCREST HS - Q,3230,2677,121,M984,  ,LYFE,,,,,,,04/27/2015
28,Q505,HILLCREST HS - Q,,,,Q505,  ,HILLCREST HS - Q,3230,2677,121,,32,0,04/27/2015
28,Q595,AUX. SERV. - JAMAICA LEARN CT - Q,541,703,77,Q338,  ,QUEENS SATELLITE HS FOR OPPORTUNITY - Q,254,240,106,,3,0,04/27/2015
28,Q595,AUX. SERV. - JAMAICA LEARN CT - Q,,,,Q950,  ,PATHWAYS TO GRADUATION - Q,287,463,62,,,,04/27/2015
28,Q595,AUX. SERV. - JAMAICA LEARN CT - Q,,,,QSST,  ,SCHOOL SAFETY - Q,,,,,,,04/27/2015
28,Q620,THOMAS A. EDISON VOC HS - Q,2189,1768,124,Q620,  ,THOMAS A. EDISON HS - Q,2168,1768,123,,34,0,04/27/2015
28,Q620,THOMAS A. EDISON VOC HS - Q,,,,Q752,# ,Q752 SPED - Q,21,0,0,,,,04/27/2015
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - Q,554,511,108,Q896,  ,YOUNG WOMENS' LEADERSHIP SCHOOL - Q,554,511,108,,6,0,04/27/2015
28,Q686,METROPOLITAN AVENUE CAMPUS - Q,1888,1813,104,Q167,  ,I.S. /H.S. 167 - Q,605,731,83,,10,0,04/27/2015
28,Q686,METROPOLITAN AVENUE CAMPUS - Q,,,,Q233,* ,Q233 SPED - Q,144,159,91,,,,04/27/2015
28,Q686,METROPOLITAN AVENUE CAMPUS - Q,,,,Q686,  ,QUEENS METROPOLITAN HIGH SCHOOL - Q,1139,923,123,,11,0,04/27/2015
28,Q690,HS FOR LAW ENFORCEMENT - Q,616,997,62,Q690,  ,HS FOR LAW ENFORCEMENT - Q,565,905,62,,12,0,04/27/2015
28,Q690,HS FOR LAW ENFORCEMENT - Q,,,,Q752,* ,Q752 SPED - Q,51,92,55,,,,04/27/2015
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q,839,692,121,Q680,  ,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q,811,645,126,,11,0,04/27/2015
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q,,,,Q752,  ,Q752 SPED - Q,28,47,60,,,,04/27/2015
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q,,,,QSST,  ,SCHOOL SAFETY - Q,,,,,,,04/27/2015
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q,,,,QUFT,  ,UFT USE - Q,,,,,,,04/27/2015
28,Q774,QUEENS HS FOR THE SCIENCES - Q,419,379,111,Q687,  ,QUEENS HS FOR THE SCIENCES - Q,419,379,111,,5,0,04/27/2015
28,Q814,P.S. 82 ANNEX - Q,100,112,89,Q082,  ,P.S. 82 - Q,100,112,89,,,,04/27/2015
28,Q850,P.S. 50 MINISCHOOL - Q,207,149,139,Q050,  ,P.S. 50 - Q,207,149,139,,,,04/27/2015
28,Q864,P.S. 54 MINISCHOOL - Q,221,120,184,Q054,  ,P.S. 54 - Q,221,120,184,,,,04/27/2015
28,Q865,P.S. 55 MINISCHOOL - Q,181,179,101,Q055,  ,P.S. 55 - Q,181,179,101,,,,04/27/2015
28,Q866,P.S. 99 ANNEX - Q,390,298,131,Q099,  ,P.S. 99 - Q,390,298,131,,,,04/27/2015
28,Q875,P.S. 233 MINISCHOOL2 (OLD P752)-Q,72,121,60,Q233,  ,Q233 SPED - Q,72,121,60,,,,04/27/2015
28,Q882,P.S. 182 - Q,102,97,105,Q009,  ,Q009 SPED - Q,102,97,105,,,,04/27/2015
28,Q883,P.S. 182 - Q,0,164,0,Q975,  ,ALTERNATIVE LEARNING CENTER - Q,0,70,0,,0,0,04/27/2015
28,Q883,P.S. 182 - Q,,,,Q987,  ,ALTERNATIVE LEARNING CENTER - Q,0,94,0,,0,0,04/27/2015
28,Q915,P.S. 121 TRANSPORTABLE - Q,0,,,Q121,  ,P.S. 121 - Q,0,,,,,,04/27/2015
28,Q935,P.S. 174 TRANSPORTABLE - Q,118,,,Q174,  ,P.S. 174 - Q,118,,,,,,04/27/2015
28,Q953,P.S. 55 TRANSPORTABLE - Q,36,,,Q055,  ,P.S. 55 - Q,36,,,,,,04/27/2015
28,Q956,P.S. 206 TRANSPORTABLE - Q,75,,,Q206,  ,P.S. 206 - Q,75,,,,,,04/27/2015
28,Q958,P.S. 160 TRANSPORTABLE - Q,24,,,Q160,  ,P.S. 160 - Q,24,,,,,,04/27/2015
28,Q962,P.S. 30 TRANSPORTABLE - Q,0,,,Q030,  ,P.S. 30 - Q,0,,,,,,04/27/2015
28,Q969,AUX. SERV.- JAM. LEARN CT TR - Q ,0,,,Q950,  ,PATHWAYS TO GRADUATION - Q,0,,,,,,04/27/2015
28,Q973,P.S. 196 ANNEX - Q,118,78,151,Q016,  ,P.S. 16 - Q,118,78,151,,,,04/27/2015
28,Q988,P.S. 40 TRANSPORTABLE - Q,0,,,Q040,  ,P.S. 40 - Q,0,,,,,,04/27/2015
28,Q988,P.S. 40 TRANSPORTABLE - Q,,,,QCBO,  ,GOODWILL INDUSTRIES - Q,,,,,,,04/27/2015
28,Q994,I.S. 217 TEMP. C.R. BLDG. - Q,360,269,134,Q217,  ,I.S. 217 - Q,360,269,134,,,,04/27/2015
29,Q015,P.S. 15 - Q,460,386,119,Q015,  ,P.S. 15 - Q,460,386,119,18,2,3,04/27/2015
29,Q033,P.S. 33 - Q**,985,1040,100,Q033,  ,P.S. 33 - Q,985,1040,100,0,10,8,04/27/2015
29,Q034,P.S. 34 - Q,334,326,102,Q034,  ,P.S. 34 - Q,334,326,102,36,2,3,04/27/2015
29,Q035,P.S. 35 - Q,676,549,123,Q035,  ,P.S. 35 - Q,676,549,123,18,1,3,04/27/2015
29,Q036,P.S. 36 - Q,350,208,168,Q036,  ,P.S. 36 - Q,344,208,165,0,2,3,04/27/2015
29,Q036,P.S. 36 - Q,,,,Q233,# ,Q233 SPED - Q,6,0,0,,,,04/27/2015
29,Q037,P.S. 37 - Q,546,743,73,Q037,  ,P.S. 37 - Q,546,743,73,54,4,3,04/27/2015
29,Q037,P.S. 37 - Q,,,,QADM,  ,DISTRICT NURSE - Q,,,,,,,04/27/2015
29,Q037,P.S. 37 - Q,,,,QCBO,  ,NY JUNIOR TENNIS LEAGUE - Q,,,,,,,04/27/2015
29,Q038,P.S. 38 - Q**,203,256,79,Q038,  ,P.S. 38 - Q,203,256,79,0,1,4,04/27/2015
29,Q052,P.S. 52 - Q**,508,538,94,Q052,  ,P.S. 52 - Q,508,538,94,36,6,6,04/27/2015
30,Q452,LONG ISLAND CITY HS (NEW) - Q ,,,,QCBO,  ,ROTC - Q,,,,,,,04/27/2015
29,Q059,I.S. 59 - Q,743,1289,58,Q059,  ,I.S. 59 - Q,568,1100,52,,15,0,04/27/2015
29,Q059,I.S. 59 - Q,,,,Q176,  ,P.S. 176 - Q,175,189,93,,,,04/27/2015
29,Q095,P.S. 95 - Q**,1357,952,155,Q095,  ,P.S. 95 - Q,1357,952,155,0,0,10,04/27/2015
29,Q109,I.S. 109 - Q,1070,1322,81,Q109,  ,I.S. 109 - Q,1070,1322,81,,5,0,04/27/2015
29,Q109,I.S. 109 - Q,,,,QCBO,  ,SPORTS AND ARTS FOUNDATION-Q,,,,,,,04/27/2015
29,Q116,P.S. 116 - Q**,687,782,96,Q116,  ,P.S. 116 - Q,687,782,96,54,4,8,04/27/2015
29,Q118,P.S. 118 - Q,595,656,91,Q118,  ,P.S. 118 - Q,595,656,91,36,3,3,04/27/2015
29,Q131,P.S. 131 - Q**,690,422,199,Q131,  ,P.S. 131 - Q,690,422,199,0,2,8,04/27/2015
29,Q132,P.S. 132 - Q,347,395,88,Q132,  ,P.S. 132 - Q,347,395,88,49,3,3,04/27/2015
29,Q134,P.S. 134 - Q,487,662,74,Q134,  ,P.S. 134 - Q,487,662,74,36,3,3,04/27/2015
29,Q135,P.S. 135 - Q,973,1006,97,Q135,  ,P.S. 135 - Q,973,1006,97,0,8,4,04/27/2015
29,Q136,P.S. 136 - Q,649,724,90,Q136,  ,P.S. 136 - Q,630,704,89,36,1,3,04/27/2015
29,Q136,P.S. 136 - Q,,,,Q811,* ,Q811 SPED - Q,19,20,95,,,,04/27/2015
29,Q138,P.S. 138 - Q,793,1095,72,Q138,  ,P.S. 138 - Q,793,1095,72,18,7,4,04/27/2015
29,Q147,P.S. 147 - Q ,538,863,62,Q147,  ,P.S. 147 - Q,538,863,62,18,10,3,04/27/2015
29,Q156,P.S. 156 - Q**,534,808,66,Q156,  ,P.S. 156 - Q,454,656,69,0,4,6,04/27/2015
29,Q156,P.S. 156 - Q**,,,,Q289,  ,QUEENS UNITED MIDDLE SCHOOL,80,152,53,,0,0,04/27/2015
29,Q176,P.S. 176 - Q,566,472,120,Q176,  ,P.S. 176 - Q,566,472,120,18,0,3,04/27/2015
29,Q181,P.S. 181 - Q,364,597,61,Q181,  ,P.S. 181 - Q,364,597,61,36,6,3,04/27/2015
29,Q192,I.S. 192 - Q,1091,1301,84,Q192,  ,I.S. 192 - Q,528,700,75,,8,0,04/27/2015
29,Q192,I.S. 192 - Q,,,,Q259,  ,PATHWAYS COLL. PREP SCHOOL - Q,563,601,94,,7,0,04/27/2015
29,Q192,I.S. 192 - Q,,,,QUFT,  ,UFT USE - Q,,,,,,,04/27/2015
29,Q195,P.S. 195 - Q,675,547,123,Q195,  ,P.S. 195 - Q,675,547,123,54,4,3,04/27/2015
29,Q231,I.S. 231 (TANDEM Q251) - Q,931,1214,77,Q355,  ,COLLABORATIVE ARTS MIDDLE SCHOOL - Q,465,481,97,,7,0,04/27/2015
29,Q231,I.S. 231 (TANDEM Q251) - Q,,,,Q356,  ,COMMUNITY VOICES MIDDLE SCHOOL - Q,466,733,64,,4,0,04/27/2015
29,Q238,I.S. 238 - Q,1523,1726,88,Q238,  ,I.S. 238 - Q,1523,1726,88,,19,0,04/27/2015
29,Q251,P.S. 251 (TANDEM Q231) - Q,333,336,99,Q251,  ,P.S. 251 - Q,333,336,99,0,3,3,04/27/2015
29,Q263,P.S. /I.S 295 - Q,608,575,106,Q177,  ,Q177 SPED - Q,52,43,121,,,,04/27/2015
29,Q263,P.S. /I.S 295 - Q,,,,Q295,  ,P.S. /I.S 295 - Q,556,532,105,34,5,3,04/27/2015
29,Q268,P.S. 268 - Q,665,701,95,Q009,  ,Q009 SPED - Q,57,49,116,,,,04/27/2015
29,Q268,P.S. 268 - Q,,,,Q268,  ,P.S. 268 - Q,608,652,93,0,5,3,04/27/2015
29,Q270,P.S. 270 - Q,709,664,107,Q004,  ,Q004 SPED - Q,42,65,65,,,,04/27/2015
29,Q270,P.S. 270 - Q,,,,Q270,  ,P.S. / I.S. 270 - Q,667,599,111,0,5,3,04/27/2015
29,Q420,SPRINGFIELD GARDENS HS - Q,1952,2302,85,M984,  ,LYFE,,,,,,,04/27/2015
29,Q420,SPRINGFIELD GARDENS HS - Q,,,,Q248,  ,QUEENS PREPARATORY ACADEMY - Q,454,490,93,,8,0,04/27/2015
29,Q420,SPRINGFIELD GARDENS HS - Q,,,,Q265,  ,EXCELSIOR PREP HIGH SCHOOL - Q,478,553,86,,10,0,04/27/2015
29,Q420,SPRINGFIELD GARDENS HS - Q,,,,Q272,  ,G. WASHINGTON CARVER HS FOR SCI.-Q,498,683,73,,11,0,04/27/2015
29,Q420,SPRINGFIELD GARDENS HS - Q,,,,Q283,  ,PREPARATORY ACADEMY FOR WRITERS-Q,522,576,91,,6,0,04/27/2015
29,Q420,SPRINGFIELD GARDENS HS - Q,,,,QSST,  ,OFFICE OF SCHOOL SAFETY - Q,,,,,,,04/27/2015
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,1499,2121,71,Q243,  ,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,82,201,41,,4,0,04/27/2015
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,,,,Q492,  ,"MATH, SCI., RESEARCH & TECH. HS-Q",416,586,71,,8,0,04/27/2015
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,,,,Q494,  ,"LAW, GOVT & COMM. SERVICE HS-Q",277,444,62,,5,0,04/27/2015
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,,,,Q496,  ,BUS. & COMPUTER APPLICATIONS HS-Q,211,431,49,,2,0,04/27/2015
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,,,,Q498,  ,HUMANITIES & THE ARTS HS - Q,513,459,112,,12,0,04/27/2015
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,,,,QSBH,  ,JAMAICA HOSPITAL - Q,,,,,,,04/27/2015
29,Q633,EAGLE ACADEMY - Q,345,587,59,Q327,  ,EAGLE ACADEMY III - Q,345,587,59,,4,0,04/27/2015
29,Q799,CAMBRIA HEIGHTS ACADEMY - Q,336,341,99,Q326,  ,CAMBRIA HEIGHTS ACADEMY - Q,336,341,99,,0,0,04/27/2015
29,Q822,P.S. 811 MINISCHOOL (OLD 136 MN)-Q,40,44,91,Q811,  ,Q811 SPED - Q,40,44,91,,,,04/27/2015
29,Q834,P.S. 34 MINISCHOOL - Q,229,255,90,Q034,  ,P.S. 34 - Q,229,255,90,,,,04/27/2015
29,Q835,P.S. 233 MINISCHOOL1 (OLD P134)-Q,31,63,49,Q233,  ,Q233 SPED - Q,31,63,49,,,,04/27/2015
29,Q836,P.S. 36 MINISCHOOL - Q,150,147,102,Q036,  ,P.S. 36 - Q,150,147,102,,,,04/27/2015
29,Q851,P.S. 147 MINISCHOOL - Q,160,135,119,Q147,  ,P.S. 147 - Q,160,135,119,,,,04/27/2015
29,Q910,P.S. 95 TRANSPORTABLE - Q,120,,,Q095,  ,P.S. 95 - Q,120,,,,,,04/27/2015
29,Q911,P.S. 131 TRANSPORTABLE - Q,150,,,Q131,  ,P.S. 131 - Q,150,,,,,,04/27/2015
29,Q930,P.S. 116 TRANSPORTABLE - Q,66,,,Q116,  ,P.S. 116 - Q,66,,,,,,04/27/2015
29,Q931,P.S. 33 TRANSPORTABLE - Q,60,,,Q033,  ,P.S. 33 - Q,60,,,,,,04/27/2015
29,Q946,P.S. 38 TRANSPORTABLE - Q,0,,,Q038,  ,P.S. 38 - Q,0,,,,,,04/27/2015
29,Q957,P.S. 156 TRANSPORTABLE - Q,0,,,Q156,  ,P.S. 156 - Q,0,,,,,,04/27/2015
29,Q960,P.S. 52 TRANSPORTABLE - Q,0,,,Q052,  ,P.S. 52 - Q,0,,,,,,04/27/2015
30,Q002,P.S. 2 - Q,681,595,114,Q002,  ,P.S. 2 - Q,681,595,114,0,3,3,04/27/2015
30,Q010,I.S. 10 - Q,922,1077,86,Q010,  ,I.S. 10 - Q,922,1077,86,,6,0,04/27/2015
30,Q011,P.S. 11 - Q**,817,673,156,Q011,  ,P.S. 11 - Q,817,673,156,0,2,10,04/27/2015
30,Q017,P.S. 17 - Q,516,916,56,Q017,  ,P.S. 17 - Q,516,916,56,36,5,3,04/27/2015
30,Q069,P.S. 69 - Q,1162,955,122,Q069,  ,P.S. 69 - Q,1156,955,121,72,6,4,04/27/2015
30,Q069,P.S. 69 - Q,,,,Q811,# ,Q811 SPED - Q,6,0,0,,,,04/27/2015
30,Q070,P.S. 70 - Q**,905,914,112,Q070,  ,P.S. 70 - Q,905,914,112,128,4,8,04/27/2015
30,Q076,P.S. 76 - Q,570,843,68,Q076,  ,P.S. 76 - Q,570,843,68,52,4,3,04/27/2015
30,Q084,P.S. 84 - Q,343,439,78,Q084,  ,P.S. 84 - Q,343,439,78,36,4,3,04/27/2015
30,Q085,P.S. 85 - Q**,403,471,120,Q085,  ,P.S. 85 - Q,403,471,120,68,5,6,04/27/2015
30,Q111,P.S. 111 - Q,648,678,96,Q111,  ,P.S. 111 - Q,399,554,72,36,3,3,04/27/2015
30,Q111,P.S. 111 - Q,,,,Q304,  ,VOICE CHARTER SCHOOL OF NY - Q,249,124,201,0,1,2,04/27/2015
30,Q112,P.S. 112 - Q,481,470,102,Q112,  ,P.S. 112 - Q,481,470,102,36,3,3,04/27/2015
30,Q112,P.S. 112 - Q,,,,QCBO,  ,C.B.O.- Q,,,,,,,04/27/2015
30,Q112,P.S. 112 - Q,,,,QUFT,  ,UFT USE - Q,,,,,,,04/27/2015
30,Q122,P.S. 122 - Q,1377,1290,107,Q122,  ,P.S. 122 - Q,1377,1290,107,34,7,5,04/27/2015
30,Q126,I.S. 126 - Q,531,1064,50,Q126,  ,I.S. 126 - Q,531,991,54,,12,0,04/27/2015
30,Q126,I.S. 126 - Q,,,,Q997,  ,ALTERNATIVE LEARNING CENTER - Q,0,73,0,,0,0,04/27/2015
30,Q126,I.S. 126 - Q,,,,QCBO,  ,TASC PROGRAM - Q,,,,,,,04/27/2015
30,Q127,P.S. 127 - Q,1462,1174,125,Q127,  ,P.S. 127 - Q,1462,1174,125,72,3,5,04/27/2015
30,Q141,I.S. 141 - Q,1209,1303,93,Q141,  ,I.S. 141 - Q,1209,1303,93,,15,0,04/27/2015
